Index,Aspect_Outer,Aspect_Inner
0,0.4375,0.125
1,0.4375,0.125
2,0.47058823529411764,0.17647058823529413
3,0.4117647058823529,0.11764705882352941
4,0.47058823529411764,0.058823529411764705
5,0.47058823529411764,0.11764705882352941
6,0.47058823529411764,0.058823529411764705
7,0.4444444444444444,0.05555555555555555
8,0.47058823529411764,0.11764705882352941
9,0.5625,0.125
10,0.5625,0.125
11,0.5,0.125
12,0.5,0.125
13,0.5,0.125
14,0.47058823529411764,0.058823529411764705
15,0.5,0.125
16,0.47058823529411764,0.058823529411764705
17,0.47058823529411764,0.058823529411764705
18,0.47058823529411764,0.058823529411764705
19,0.5,0.1111111111111111
20,0.5555555555555556,0.16666666666666666
21,0.47368421052631576,0.15789473684210525
22,0.5,0.15
23,0.47619047619047616,0.14285714285714285
24,0.5238095238095238,0.14285714285714285
25,0.5,0.1
26,0.47368421052631576,0.10526315789473684
27,0.35,0.05
28,0.3,0.05
29,0.3157894736842105,0.05263157894736842
30,0.3684210526315789,0.05263157894736842
31,0.47368421052631576,0.05263157894736842
32,0.42105263157894735,0.10526315789473684
33,0.47368421052631576,0.05263157894736842
34,0.6,0.2
35,0.6190476190476191,0.23809523809523808
36,0.65,0.2
37,0.5263157894736842,0.05263157894736842
38,0.5263157894736842,0.05263157894736842
39,0.5,0.1
40,0.47619047619047616,0.09523809523809523
41,0.38095238095238093,0.09523809523809523
42,0.4166666666666667,0.08333333333333333
43,0.4,0.08
44,0.4230769230769231,0.23076923076923078
45,0.5,0.19230769230769232
46,0.5652173913043478,0.17391304347826086
47,0.43478260869565216,0.043478260869565216
48,0.43478260869565216,0.043478260869565216
49,0.43478260869565216,0.043478260869565216
50,0.4583333333333333,0.08333333333333333
51,0.46153846153846156,0.07692307692307693
52,0.5,0.10714285714285714
53,0.5357142857142857,0.25
54,0.5172413793103449,0.27586206896551724
55,0.5161290322580645,0.22580645161290322
56,0.5161290322580645,0.22580645161290322
57,0.4838709677419355,0.25806451612903225
58,0.5,0.28125
59,0.46875,0.21875
60,0.4838709677419355,0.1935483870967742
61,0.4,0.06666666666666667
62,0.3,0.03333333333333333
63,0.2903225806451613,0.03225806451612903
64,0.3,0.03333333333333333
65,0.3125,0.03125
66,0.43333333333333335,0.1
67,0.45454545454545453,0.15151515151515152
68,0.5161290322580645,0.22580645161290322
69,0.45454545454545453,0.15151515151515152
70,0.46875,0.1875
71,0.48484848484848486,0.21212121212121213
72,0.4838709677419355,0.1935483870967742
73,0.46875,0.1875
74,0.46875,0.1875
75,0.45454545454545453,0.18181818181818182
76,0.46875,0.1875
77,0.4375,0.15625
78,0.42424242424242425,0.15151515151515152
79,0.42424242424242425,0.15151515151515152
80,0.4411764705882353,0.14705882352941177
81,0.48484848484848486,0.15151515151515152
82,0.5,0.17647058823529413
83,0.5,0.20588235294117646
84,0.40625,0.15625
85,0.3870967741935484,0.12903225806451613
86,0.46875,0.21875
87,0.5625,0.28125
88,0.5806451612903226,0.3225806451612903
89,0.5666666666666667,0.26666666666666666
90,0.4,0.03333333333333333
91,0.3333333333333333,0.0
92,0.3333333333333333,0.03333333333333333
93,0.4838709677419355,0.0967741935483871
94,0.5151515151515151,0.15151515151515152
95,0.5,0.17647058823529413
96,0.45714285714285713,0.14285714285714285
97,0.4444444444444444,0.19444444444444445
98,0.5142857142857142,0.2
99,0.5294117647058824,0.20588235294117646
100,0.5294117647058824,0.23529411764705882
101,0.48484848484848486,0.21212121212121213
102,0.4411764705882353,0.17647058823529413
103,0.42424242424242425,0.15151515151515152
104,0.47058823529411764,0.14705882352941177
105,0.4411764705882353,0.14705882352941177
106,0.47058823529411764,0.14705882352941177
107,0.5454545454545454,0.18181818181818182
108,0.6428571428571429,0.17857142857142858
109,0.5357142857142857,0.07142857142857142
110,0.5185185185185185,0.07407407407407407
111,0.5172413793103449,0.10344827586206896
112,0.53125,0.15625
113,0.5588235294117647,0.20588235294117646
114,0.5428571428571428,0.2571428571428571
115,0.5555555555555556,0.25
116,0.5142857142857142,0.22857142857142856
117,0.5714285714285714,0.22857142857142856
118,0.5142857142857142,0.22857142857142856
119,0.5,0.2222222222222222
120,0.5588235294117647,0.20588235294117646
121,0.5806451612903226,0.1935483870967742
122,0.5666666666666667,0.16666666666666666
123,0.6,0.16666666666666666
124,0.6206896551724138,0.20689655172413793
125,0.6551724137931034,0.27586206896551724
126,0.6666666666666666,0.3
127,0.6451612903225806,0.22580645161290322
128,0.5882352941176471,0.23529411764705882
129,0.5294117647058824,0.20588235294117646
130,0.4857142857142857,0.2
131,0.45454545454545453,0.09090909090909091
132,0.30303030303030304,0.030303030303030304
133,0.34375,0.03125
134,0.3939393939393939,0.06060606060606061
135,0.5428571428571428,0.17142857142857143
136,0.5294117647058824,0.14705882352941177
137,0.5,0.08823529411764706
138,0.40625,0.0625
139,0.3333333333333333,0.03333333333333333
140,0.3793103448275862,0.0
141,0.5,0.03571428571428571
142,0.5925925925925926,0.1111111111111111
143,0.5333333333333333,0.1
144,0.6551724137931034,0.20689655172413793
145,0.5483870967741935,0.22580645161290322
146,0.5806451612903226,0.1935483870967742
147,0.5862068965517241,0.13793103448275862
148,0.6071428571428571,0.14285714285714285
149,0.5517241379310345,0.06896551724137931
150,0.6071428571428571,0.10714285714285714
151,0.6296296296296297,0.18518518518518517
152,0.6,0.23333333333333334
153,0.6129032258064516,0.1935483870967742
154,0.5757575757575758,0.2727272727272727
155,0.5454545454545454,0.2727272727272727
156,0.45714285714285713,0.22857142857142856
157,0.3888888888888889,0.19444444444444445
158,0.43243243243243246,0.1891891891891892
159,0.4594594594594595,0.21621621621621623
160,0.4594594594594595,0.21621621621621623
161,0.43243243243243246,0.24324324324324326
162,0.4722222222222222,0.16666666666666666
163,0.4722222222222222,0.19444444444444445
164,0.4444444444444444,0.19444444444444445
165,0.5142857142857142,0.2571428571428571
166,0.5757575757575758,0.21212121212121213
167,0.6451612903225806,0.22580645161290322
168,0.6206896551724138,0.2413793103448276
169,0.5357142857142857,0.10714285714285714
170,0.48148148148148145,0.037037037037037035
171,0.4642857142857143,0.03571428571428571
172,0.5517241379310345,0.06896551724137931
173,0.6,0.1
174,0.6,0.1
175,0.5,0.06666666666666667
176,0.5517241379310345,0.10344827586206896
177,0.5333333333333333,0.06666666666666667
178,0.6206896551724138,0.13793103448275862
179,0.6129032258064516,0.12903225806451613
180,0.5625,0.15625
181,0.5161290322580645,0.0967741935483871
182,0.5,0.1
183,0.4827586206896552,0.06896551724137931
184,0.5,0.06666666666666667
185,0.5,0.07142857142857142
186,0.48148148148148145,0.037037037037037035
187,0.5,0.03571428571428571
188,0.4482758620689655,0.06896551724137931
189,0.48148148148148145,0.037037037037037035
190,0.42857142857142855,0.07142857142857142
191,0.4482758620689655,0.034482758620689655
192,0.43333333333333335,0.03333333333333333
193,0.4642857142857143,0.03571428571428571
194,0.4827586206896552,0.06896551724137931
195,0.5333333333333333,0.06666666666666667
196,0.53125,0.125
197,0.5454545454545454,0.18181818181818182
198,0.5454545454545454,0.18181818181818182
199,0.4857142857142857,0.2
200,0.47058823529411764,0.17647058823529413
201,0.5142857142857142,0.2
202,0.45714285714285713,0.2
203,0.5,0.20588235294117646
204,0.5,0.20588235294117646
205,0.4857142857142857,0.22857142857142856
206,0.4857142857142857,0.14285714285714285
207,0.5,0.16666666666666666
208,0.5,0.2222222222222222
209,0.45714285714285713,0.2
210,0.47058823529411764,0.23529411764705882
211,0.5,0.2647058823529412
212,0.5,0.2647058823529412
213,0.53125,0.25
214,0.5806451612903226,0.2903225806451613
215,0.5333333333333333,0.16666666666666666
216,0.41379310344827586,0.034482758620689655
217,0.3333333333333333,0.03333333333333333
218,0.36666666666666664,0.03333333333333333
219,0.5185185185185185,0.07407407407407407
220,0.5517241379310345,0.10344827586206896
221,0.5517241379310345,0.10344827586206896
222,0.5483870967741935,0.0967741935483871
223,0.5,0.125
224,0.5483870967741935,0.22580645161290322
225,0.5483870967741935,0.22580645161290322
226,0.4375,0.15625
227,0.36666666666666664,0.06666666666666667
228,0.3870967741935484,0.06451612903225806
229,0.5862068965517241,0.20689655172413793
230,0.6071428571428571,0.17857142857142858
231,0.4827586206896552,0.06896551724137931
232,0.48148148148148145,0.07407407407407407
233,0.5,0.038461538461538464
234,0.4444444444444444,0.037037037037037035
235,0.5,0.10714285714285714
