Index,RMS,dBFS,8Hz,12.5Hz,16Hz,20Hz,25Hz,31.5Hz,40Hz,50Hz,63Hz,80Hz,100Hz,125Hz,160Hz,200Hz,250Hz,315Hz,400Hz,500Hz,630Hz,800Hz,1000Hz,1250Hz,1600Hz,2000Hz,2500Hz,3150Hz,4000Hz,5000Hz,6300Hz,8000Hz,10000Hz,12500Hz,16000Hz,20000Hz
375.0,1024.0,-30.10299956639812,5.062401460695728,4.730279276092162,4.730279276092162,4.730279276092162,4.538690318852932,4.538690318852932,4.6829137685917965,4.809303605137246,4.998999968376391,5.465437829395494,6.341086271333365,5.492427973593083,5.525058665743147,5.28757198585363,4.817945056901604,4.54773803973346,4.193346598893931,3.7728783640626156,3.533341861225546,3.2096491392945112,3.296023826886809,3.3221975378052364,3.8735404657087242,3.6269187426271086,3.188973882737571,2.899581231017661,2.791809853920641,2.4290650684678754,2.13414438500458,2.244790874348698,2.148739792954109,2.071161206778693,1.9789951823591312,2.2683957265974164
376.0,1608.0,-26.183277810945707,5.235937299199577,5.107516471189675,5.107516471189675,5.107516471189675,4.474369562421145,4.474369562421145,5.159430600614689,5.156211172498232,5.292167783486825,5.558306920529019,6.398364249651523,5.257997299739861,5.528051764373014,5.989617709537158,5.499944802919769,5.246453325241013,4.0668323717283785,4.147905931643944,3.983538865991434,3.888193205377807,3.830344302513751,3.9678827785029798,3.900000641982579,3.3785168921251247,2.9022869752058185,3.1814919542862174,2.989991259134847,2.978315101883983,2.4875024066223412,2.398419460950103,2.329404765590624,2.2527354328498572,2.1611011380565746,2.009570759282748
377.0,2084.0,-23.93104440664462,5.306952294720116,5.445555967562083,5.445555967562083,5.445555967562083,5.20526587880433,5.20526587880433,5.1596092848117605,5.3467153198394515,5.35331185980486,6.078481042293994,5.875729120654711,5.600856083270419,6.032977246395828,6.171944610412999,5.333123894975398,4.627116440104026,4.797047281433861,4.633000223502072,4.507032918932345,4.349559887762115,4.3856634084155335,4.575970329992763,4.466459624386428,3.7577849319697596,3.7808878271964006,3.439406058591123,3.6155563403351145,3.3681687365460973,3.179329727409962,3.150110161150442,3.065827684977902,2.9851016273797346,2.9174229372064695,2.78423072789075
378.0,2715.0,-21.63360202069704,5.52381277617603,5.3825710552078165,5.3825710552078165,5.3825710552078165,5.319979844103101,5.319979844103101,5.397660030735335,5.472344253500791,5.597598315951188,6.10851340812432,5.939011145318093,5.266426606806619,5.76402108733249,6.161052209221641,6.227714814078883,5.70136414377617,5.058641976928389,4.925527347613639,4.540358629268002,4.37938728150091,4.5752928629959575,4.518905661032829,3.3943842573833356,3.797248799630683,3.3870233342418326,3.5077630767500514,3.504125932664613,3.483005037785671,3.4250337538997258,3.2151025820679635,3.1363623357128936,3.053064877050715,2.998048009693769,2.8870233008411534
379.0,2735.0,-21.569852085805366,5.279221929235822,4.722746840237416,4.722746840237416,4.722746840237416,5.0729413827040055,5.0729413827040055,5.07967342446829,5.11143273638111,5.24192763286124,6.037072190919662,5.962270591235363,5.673511998654938,5.997079693353588,5.904854169429058,6.058930966885323,5.723579718163469,4.93464189217169,4.8057489270180715,4.559303466306509,4.442906708074049,4.326442155852441,3.604283634898957,3.80376177604171,3.479264206021687,3.218306174084769,2.68821810048366,2.7839991858588053,3.271961964960415,2.8071261140417825,2.8308673398264044,2.735841088048361,2.651277989928278,2.5289521086845013,2.653153142781489
380.0,2125.0,-23.761820011467748,4.527526792019501,4.88942101793695,4.88942101793695,4.88942101793695,4.96840375458865,4.96840375458865,4.874969465973554,5.071917627291911,5.204934304766297,6.04965538643821,5.8823538627733365,5.510528671488802,5.912063170064031,5.925318494588022,5.0980269049355575,5.598946103540563,5.345324215013547,4.9270402682616625,4.734942386584132,4.546527881299336,4.4186394653636585,3.9466720655478875,4.180413191109419,4.058267946903354,3.9146141902459184,3.8768085776095718,3.7579428077788064,3.600059625236137,3.570500774774544,3.4597632631917197,3.3649152037071914,3.283099316316085,3.220974483633709,3.1773965280148557
381.0,1283.0,-28.144465571695786,5.113736177839167,5.085124915479626,5.085124915479626,5.085124915479626,5.2914055665481365,5.2914055665481365,5.368414142924414,5.339428115369856,5.541413329423399,5.865450043881832,6.416288305637336,5.650226144015398,5.626035855822193,5.7341897753633235,5.423805182244786,4.867189535455078,4.343618519878461,4.293221198960197,3.442178373464404,3.9158109996071957,3.9884849858835527,3.301336313175303,3.6323948080336526,3.2756125066442268,3.2369581310717925,3.143610271228751,3.0868805449611387,2.8524674471386207,2.865897552835522,2.795616935554407,2.6918220697552977,2.611393748092778,2.53341138580362,2.459223731445987
382.0,1306.0,-27.990135160413253,5.467909861286499,5.479831317609195,5.479831317609195,5.479831317609195,5.407731656469382,5.407731656469382,5.436020253798564,5.482445515769331,5.587397764635782,5.928839797595033,6.435652281397188,5.493202475704968,5.370786437519586,4.734751051162888,5.083148537949359,4.836127530779979,4.553383947610926,4.3817330357478905,4.19819409758807,3.898042428093412,3.9328148493076447,3.8308857183432488,3.6891289110676646,3.5699182493539148,3.389900822643365,3.3805041843320778,3.227565466490102,3.0715476107296396,3.0162041813466067,2.929287719392256,2.834746475215949,2.7528345163288592,2.6826989779797175,2.6583095525621365
383.0,1739.0,-25.503007059140103,4.155153777765149,4.897597688909161,4.897597688909161,4.897597688909161,4.997103183097261,4.997103183097261,4.910621691083717,5.053565628554554,5.242515927958102,5.797931013751211,6.5438544133443655,5.601923518238327,5.674535226994791,5.853688154233086,5.412269613379117,5.643195955175179,5.158811305769386,4.748309640444186,4.7803725881018195,4.521929933285434,4.441167054709587,4.374253366134721,4.125702506858875,4.068859835298457,3.8921602747673676,3.893495333139387,3.7554093231578416,3.652560113783142,3.5712389222048357,3.4681278437408025,3.3828698536538098,3.301313285472634,3.223650275959891,3.1856206382679546
384.0,2135.0,-23.721041111973502,4.550912897527676,5.202536972948152,5.202536972948152,5.202536972948152,4.903454651448816,4.903454651448816,4.996557618756738,4.996661511776234,5.142977326568454,5.472527591277698,6.504808127479442,5.202079701938374,5.322373382236201,5.659267302188843,5.313512581334124,5.932704323169262,5.08617836214624,5.022766396923225,4.5212649351209935,3.9406159414370596,3.7347176532563164,3.2726645115422115,3.311454594666251,3.2697798761720516,3.160666485834197,2.763232600733722,3.0173391281357214,2.250818848567698,1.9615038257814508,1.5310850637865925,0.8636703205258057,0.9456235918211374,1.7859133706314074,1.7207424299491139
